list_name,name,label::english,governorate
location,YE23072110900,Al-Demnah,
location,YE23072110400,Al-Deqrar,
location,YE23072112500,Al-Hejar,
location,YE23072112400,Al-Khalat,
location,YE23072113800,Al-Ladani,
location,YE23072111000,Al-Majdour,
location,YE23072114500,Al-Manhar,
location,YE23072112800,Al-Manubah,
location,YE23072112200,Al-Ordhi,
location,YE23072110700,Al-Oshash,
location,YE23072111100,Al-Qodmah,
location,YE23072113500,Al-Rahb,
location,YE23072110800,Al-Salolah,
location,YE23072112600,Al-Selw,
location,YE23072113900,Ardm,
location,YE23072112300,Bait Al-Camel,
location,YE23072110600,Bait Al-Faransi,
location,YE23072110300,Bait Al-Handhali,
location,YE23072111900,Bait Al-Jadaby,
location,YE23072114400,Bait Al-Razqi,
location,YE23072110500,Bait Al-Sareeri,
location,YE23072111600,Bait Al-Taweel,
location,YE23072113000,Bait Amar,
location,YE23072112700,Bait Heimed,
location,YE23072111200,Bait Naji,
location,YE23072111400,Bait Sudan,
location,YE23072112900,Bani Al-Musel,
location,YE23072113700,Bani Arein,
location,YE23072114100,Bani Obad,
location,YE23072111800,Casheh,
location,YE23072114000,Dhareihah,
location,YE23072113600,Eylah,
location,YE23072112100,Halalah,
location,YE23072110100,Hamasel,
location,YE23072111500,Lacamat Al-Fayek,
location,YE23072111300,Meamar Khasrouf,
location,YE23072113400,Nejd Al-Hesn,
location,YE23072110200,Qata Al-Sharf,
location,YE23072114200,Sefyan,
location,YE23072114300,Sheba,
location,YE23072111700,Sowleit,
location,YE23072112000,Waqash,
location,YE23072113100,بيت الدوسري,
location,YE23072114600,بيت تركى,
location,YE23072211000,Al-Kharbeh,
location,YE23072210200,Al-Maqash,
location,YE23072210600,Al-Marahedhah,
location,YE23072211100,Al-Masnah,
location,YE23072210800,Al-Mawqae,
location,YE23072210900,Dayan,
location,YE23072211200,Dhawran,
location,YE23072210500,Ghaber,
location,YE23072210300,Namran,
location,YE23072210700,Ocayfan,
location,YE23072210100,Rahm Al-Olya,
location,YE23072210400,Shafth,
location,YE23072311200,Al-Al-Sararah,
location,YE23072310600,Al-Balad,
location,YE23072310900,Al-Maserab,
location,YE23072310400,Al-Masjedein,
location,YE23072311400,Al-Mawaqer,
location,YE23072311500,Al-Qasr,
location,YE23072311100,Al-Rakb,
location,YE23072310500,Al-Seih,
location,YE23072310300,Bait Al-Ahmar,
location,YE23072311600,Bait Al-Haqsh,
location,YE23072311300,Bait Al-Yateem,
location,YE23072311000,Bait Meftah,
location,YE23072310700,Bait Qaheim,
location,YE23072310200,Bait Sunafah,
location,YE23072311700,Bani Sabr,
location,YE23072311900,Qa'a Al-Wasat,
location,YE23072310800,Qaryat Al-Sawmah,
location,YE23072310100,القليس,
location,YE23072311800,بيت ناجى,
location,YE23072410100,Al-Arous,
location,YE23072410300,Bait Ghadhban,
location,YE23072410400,Othr,
location,YE23072410200,Seeh,
location,YE23072510900,Al-Dhafeer,
location,YE23072510500,Al-Hamra'a,
location,YE23072510300,Al-Maraseb,
location,YE23072511400,Al-Masnah (Masnat Reishan),
location,YE23072510700,Bait Al-Deil,
location,YE23072511200,Bait Mukharesh,
location,YE23072510800,Bait Sad,
location,YE23072510400,Barhan,
location,YE23072511100,Halal,
location,YE23072510600,Handhan,
location,YE23072510100,Kharab Al-Sanf,
location,YE23072511300,Qaidan,
location,YE23072511000,Reyshan,
location,YE23072510200,Talbah,
location,YE23072610700,Ajr Akeish,
location,YE23072610600,Al-Kharabah,
location,YE23072610500,Bait Habes,
location,YE23072610300,Dhulman,
location,YE23072610100,Enternal Maseeb,
location,YE23072610200,External Maseeb,
location,YE23072610400,Jelal,
location,YE23072610800,Maheeb,
location,YE23072711600,Al-Cawlah,
location,YE23072711100,Al-Harowrah,
location,YE23072711400,Al-Kharabah,
location,YE23072710700,Al-Khasmah,
location,YE23072711200,Al-Masajed,
location,YE23072710300,Al-Qaladh,
location,YE23072710600,Al-Subahah,
location,YE23072710500,Al-Thari,
location,YE23072711700,Bait Ali Husein,
location,YE23072711500,Bait Husein Ahmed,
location,YE23072711300,Bait Noamah,
location,YE23072710100,Bait Radm,
location,YE23072710800,Bani Hatem,
location,YE23072711900,Dhahran,
location,YE23072711000,Mand,
location,YE23072710200,Mareeh,
location,YE23072711800,Noub,
location,YE23072710900,Radam,
location,YE23072710400,Reid,
location,YE23072810300,Bait Barman,
location,YE23072810900,Bait Hanbas,
location,YE23072810200,Bait Juman,
location,YE23072810100,Bait Ladan,
location,YE23072810800,Bait Mahfad,
location,YE23072810600,Bait Rejal,
location,YE23072810400,Bait Yaram,
location,YE23072811200,Coshar Aala,
location,YE23072810500,Dar Al-Qadhei,
location,YE23072811000,Eyban,
location,YE23072810700,Halah,
location,YE23072811100,Qoshar Asfal,
location,YE23072811300,Sefyan,
location,YE23072912000,Al-Aman Market,
location,YE23072910900,Al-Awabelah,
location,YE23072910700,Al-Hanah,
location,YE23072911300,Al-Harf,
location,YE23072910100,Al-Jaheli,
location,YE23072911200,Al-Lujm,
location,YE23072911900,Al-Masnah,
location,YE23072911600,Al-Qaseimah Al-Sofla,
location,YE23072912100,Asbah,
location,YE23072911400,Bait Azman,
location,YE23072910400,Daqrein (Matari + Haymi),
location,YE23072910300,Haramah,
location,YE23072911100,Jawhar,
location,YE23072911500,Mathrah,
location,YE23072910500,Naqbah,
location,YE23072910200,Nasb,
location,YE23072910800,Qaidan,
location,YE23072911000,Qamlan,
location,YE23072910600,Shaban Al-Dakhel,
location,YE23072911800,Shetrah,
location,YE23072911700,الشاهليه,
location,YE23073011200,Al-Carah,
location,YE23073010600,Al-Dar,
location,YE23073010700,Ardhah,
location,YE23073011300,Bahash,
location,YE23073011000,Bait Atef,
location,YE23073010300,Bait Dhaleah,
location,YE23073010800,Bait Mahdam,
location,YE23073010500,Bawan Market,
location,YE23073011100,Cohlan,
location,YE23073010100,Hadhran,
location,YE23073010200,Hashom,
location,YE23073011400,Heid Jalab,
location,YE23073011500,Jarf Al-Dhula,
location,YE23073010900,Mayfah,
location,YE23073010400,Shabat,
location,YE23073110900,Alam,
location,YE23073110500,Al-Ghadhar,
location,YE23073111300,Al-Hajr,
location,YE23073110600,Al-Haleilah,
location,YE23073111000,Al-Makhbat,
location,YE23073111500,Al-Memar (Memar Eyna),
location,YE23073110800,Al-Rebat,
location,YE23073110200,Bait Abeed,
location,YE23073110700,Bait Al-Anbasi,
location,YE23073111200,Bait Al-Hameis,
location,YE23073110100,Bait Al-Maqali,
location,YE23073110400,Bani Jahlan,
location,YE23073111400,Khasha'an,
location,YE23073110300,Ojam,
location,YE23073111100,Qowbah,
location,YE23073210700,Al-Ashraf,
location,YE23073210400,Al-Carah,
location,YE23073210200,Al-Dhehar,
location,YE23073210800,Bait Al-Mafdhal,
location,YE23073210300,Bait Al-Qarmani,
location,YE23073210600,Bait Mawjan,
location,YE23073210500,Rahab,
location,YE23073210900,Shaban,
location,YE23073210100,Yazal,
location,YE23073310300,Al-Bat'hah,
location,YE23073310100,Bait Al-Shabi,
location,YE23073310200,Bait Cahen,
location,YE23073310400,Daer,
location,YE23073300101,Hazah Sahman,
location,YE23073411200,Al-Asrah,
location,YE23073410800,Al-Gheywan,
location,YE23073410900,Al-Hejrah,
location,YE23073410600,Al-Jareen,
location,YE23073410300,Al-Sawadah,
location,YE23073411100,Al-Shatour,
location,YE23073410500,Al-Sheaf,
location,YE23073410100,Bait Al-Nahmei,
location,YE23073410700,Bait Al-Ramah,
location,YE23073411000,Bait Al-Shami,
location,YE23073410400,Bani Al-Lahj,
location,YE23073410200,Qeba,
location,YE13242100101,سنع العليا,
location,YE23082111500,Al-Adeenah,
location,YE23082112000,Al-Arouf,
location,YE23082111700,Al-Damat,
location,YE23082111200,Al-Darmah,
location,YE23082100101,Al-Hadb,
location,YE23082110400,Al-Hadheer,
location,YE23082110700,Al-Hajerah,
location,YE23082111800,Al-Harf,
location,YE23082110500,Al-Jahrah,
location,YE23082111900,Al-Nasyah,
location,YE23082110100,Al-Safeh,
location,YE23082110800,Bait Abeed,
location,YE23082112100,Bait Al-Gheithy,
location,YE23082112400,Bait Al-Tayfi,
location,YE23082111300,Bait Madhmoun,
location,YE23082111100,Bait Mahmmod,
location,YE23082110900,Bait Rajeh,
location,YE23082110300,Bait Tharah,
location,YE23082112300,Codafah,
location,YE23082112200,Dar Al-Bark,
location,YE23082110200,Hajarah Al-Er,
location,YE23082111000,Hajrah Al-Fadheli,
location,YE23082110600,Mahzar,
location,YE23082111400,Rakhdah,
location,YE23082111600,Shab Al-Sanhani,
location,YE23082211600,Al-Aql,
location,YE23082210300,Al-Bareecah,
location,YE23082211700,Al-Lacamah,
location,YE23082211200,Al-Nakhlah,
location,YE23082210900,Al-Oshah,
location,YE23082210800,Al-Seid,
location,YE23082210400,Bait Al-Alei,
location,YE23082210200,Bait Al-Hasabi,
location,YE23082210100,Bait Al-Khatabi,
location,YE23082210600,Bani Mansour,
location,YE23082210500,Mahram,
location,YE23082210700,Mawkanah,
location,YE23082211500,Maydah,
location,YE23082211300,Nabhan,
location,YE23082211000,Neam,
location,YE23082211100,Noaman,
location,YE23082211400,Ras Al-Wadi,
location,YE23082310800,Al-Hajr,
location,YE23082311800,Al-Hayfah,
location,YE23082311500,Al-Hejrah,
location,YE23082312400,Al-Jareeri,
location,YE23082311900,Al-Mabkar,
location,YE23082310400,Al-Mahatah,
location,YE23082311600,Al-Marabet,
location,YE23082311400,Al-Mezab,
location,YE23082311200,Al-Qodmah,
location,YE23082310200,Al-Rasah,
location,YE23082310600,Al-Salaf Market,
location,YE23082310500,Bait Al-Jadi,
location,YE23082310700,Bait Ejl,
location,YE23082311000,Bait Ghazi,
location,YE23082310900,Bait Qaheim,
location,YE23082311300,Bait Sel,
location,YE23082310300,Bait Yafa,
location,YE23082312300,Bani Baryah,
location,YE23082312000,Rasm,
location,YE23082312100,Reim,
location,YE23082311700,Reimah,
location,YE23082310100,Salaf,
location,YE23082312200,Wadi Bani Hyash,
location,YE23082311100,Yaor,
location,YE23082412300,Al-Abarah,
location,YE23082410500,Al-Babeah,
location,YE23082413500,Al-Beirein,
location,YE23082413600,Al-Hajr,
location,YE23082412800,Al-Kharbeh,
location,YE23082411100,Al-Mahfad,
location,YE23082410100,Al-Mayfou,
location,YE23082413000,Al-Sebar,
location,YE23082410300,Al-Seyah,
location,YE23082411400,Al-Zeilah,
location,YE23082412700,Amrash,
location,YE23082410200,Baher,
location,YE23082410900,Bahshan,
location,YE23082411000,Bait Abobakr,
location,YE23082411600,Bait Al-Cabsh,
location,YE23082413300,Bait Al-Dhaby,
location,YE23082410800,Bait Al-Eidali,
location,YE23082412600,Bait Al-Hadad,
location,YE23082411700,Bait Al-Haleilah,
location,YE23082412500,Bait Al-Majahzy,
location,YE23082412900,Bait Al-Mawqali,
location,YE23082411500,Bait Al-Nash,
location,YE23082411200,Bait Al-Qabee,
location,YE23082413700,Bait Al-Qadhi,
location,YE23082412400,Bait Al-Reimi,
location,YE23082413100,Bait Al-Shaeibi,
location,YE23082411300,Bait Al-Sheqaqi,
location,YE23082412200,Bait Al-Theeb,
location,YE23082413200,Bait Bareirah,
location,YE23082413400,Bait Mureit,
location,YE23082411800,Bait Qatab,
location,YE23082410600,Bait Salm,
location,YE23082412100,Bait Yareis,
location,YE23082411900,Dar Al-Manamah,
location,YE23082410400,Jader,
location,YE23082410700,Qeraf,
location,YE23082412000,سوق جرم,
location,YE23082510900,Al-Ahwad,
location,YE23082510600,Al-Hamr,
location,YE23082510800,Al-Khadhra,
location,YE23082511100,Al-Oshah,
location,YE23082510700,Al-Sadah,
location,YE23082510300,Al-Shadw,
location,YE23082511600,Al-Thari,
location,YE23082510200,Bait Al-Asadi,
location,YE23082511400,Bait Madaes,
location,YE23082511200,Bait Maeedh,
location,YE23082510500,Bayhan,
location,YE23082511300,Dawqar,
location,YE23082510100,Jawmarah,
location,YE23082511000,Ramahah,
location,YE23082511500,Yana Al-Aala,
location,YE23082510400,Yana Al-Asfal,
location,YE23082611200,Al-Areim,
location,YE23082612500,Al-Dabr,
location,YE23082612300,Al-Dhalae,
location,YE23082613000,Al-Dhba,
location,YE23082610700,Al-Fayshi,
location,YE23082610400,Al-Jawhaz Al-Aala,
location,YE23082610500,Al-Jawhaz Al-Asfal,
location,YE23082612900,Al-Khedmah,
location,YE23082610100,Al-Lacamah,
location,YE23082611700,Al-Maqsam,
location,YE23082612700,Al-Mawzah,
location,YE23082610800,Al-Nabet,
location,YE23082610900,Al-Naserah,
location,YE23082611300,Al-Qeranah,
location,YE23082611600,Al-Rabou Market,
location,YE23082612200,Al-Shajen,
location,YE23082613300,Al-Surm,
location,YE23082613100,Al-Zawaherah,
location,YE23082611500,Arzan,
location,YE23082612600,Asm,
location,YE23082611900,Awtad,
location,YE23082610600,Azaan,
location,YE23082611100,Bait Abdallah,
location,YE23082611400,Bait Al-Amri,
location,YE23082612000,Bait Al-Rahmi,
location,YE23082611800,Bait Jahlan,
location,YE23082610200,Bani Hajer,
location,YE23082611000,Bani Hesn,
location,YE23082612400,Hamr,
location,YE23082612100,Kharaein,
location,YE23082612800,Qusha,
location,YE23082613200,Soweid Fort,
location,YE23082610300,Tholah,
location,YE23082613400,الجعيل,
location,YE23082711000,Al-Anqa,
location,YE23082710300,Al-Dhuhrah,
location,YE23082713400,Al-Fuqaha Village,
location,YE23082711600,Al-Hajr,
location,YE23082711300,Al-Jameil,
location,YE23082712600,Al-Maqrodh,
location,YE23082713000,Al-Mezab,
location,YE23082712100,Al-Shareqah,
location,YE23082711700,Al-Soubat,
location,YE23082711800,Al-Taraef,
location,YE23082713500,Azaan,
location,YE23082711900,Azaan Al-Qarn,
location,YE23082710900,Azaan Sharq,
location,YE23082712500,Bait Al-Asaley,
location,YE23082711200,Bait Al-Balah,
location,YE23082713200,Bait Al-Eyani,
location,YE23082713300,Bait Al-Jadaly,
location,YE23082713800,Bait Al-Suraimi,
location,YE23082712700,Bait Dahnan,
location,YE23082710200,Bait Feras,
location,YE23082711400,Bait Jafar,
location,YE23082712800,Bait Masoud,
location,YE23082710600,Bait Rafeeq,
location,YE23082710400,Bait Rasae,
location,YE23082712200,Bait Rashed,
location,YE23082710500,Bait Shams,
location,YE23082713600,Cairo,
location,YE23082712000,Cotamah,
location,YE23082710700,Dar Al-Sayami-Bait AlAhmar,
location,YE23082711500,Hadour,
location,YE23082713100,Lacamat Al-Duleimi,
location,YE23082712400,Lacamat Al-Habary,
location,YE23082712900,Madhba,
location,YE23082712300,Majrash,
location,YE23082713900,Matrad Mountain,
location,YE23082710800,Qarah,
location,YE23082711100,Qaramesh,
location,YE23082710100,Shamdhi,
location,YE23082713700,Zawar,
location,YE23082714100,وضعة يماني,
location,YE23082714000,وضعه,
location,YE23082810100,Al-Ahwad,
location,YE23082812600,Al-Dar,
location,YE23082811300,Al-Had,
location,YE23082810700,Al-Haseen,
location,YE23082811500,Al-Jalb,
location,YE23082811100,Al-Khashabah,
location,YE23082812000,Al-Mahanah,
location,YE23082811800,Al-Noqa,
location,YE23082811700,Al-Qafl,
location,YE23082811900,Al-Qasabah,
location,YE23082812100,Al-Qaseer,
location,YE23082810200,Al-Salyah,
location,YE23082811600,Al-Sharaf,
location,YE23082812400,Al-Waset,
location,YE23082812700,Al-Zahbah,
location,YE23082812200,Ardhah,
location,YE23082811400,Awran,
location,YE23082812900,Bahkah,
location,YE23082812500,Bait Al-Usra,
location,YE23082810500,Bait Bahr,
location,YE23082810400,Bait Jamal,
location,YE23082812300,Darah,
location,YE23082810300,Gheil Al-Saei,
location,YE23082810800,Jaramah,
location,YE23082810900,Radhah,
location,YE23082810600,Radman,
location,YE23082811000,Sabarah,
location,YE23082811200,Seyam,
location,YE23082812800,Zabein,
location,YE23082911100,Al-Arebah,
location,YE23082910100,Al-Dar,
location,YE23082911800,Al-Ghoweil,
location,YE23082910400,Al-Hajr,
location,YE23082911900,Al-Harf,
location,YE23082912500,Al-Jabeel,
location,YE23082910300,Al-Marwalah Al-Olya,
location,YE23082910200,Al-Marwalah Al-Sofla,
location,YE23082910800,Al-Mathab,
location,YE23082911000,Al-Mayakheeth,
location,YE23082912200,Al-Muhalheli,
location,YE23082912300,Al-Qaemah,
location,YE23082911300,Al-Sadah,
location,YE23082910700,Al-Sharaf,
location,YE23082912100,Al-Shat,
location,YE23082911600,Al-Tarefah Al-Sofla,
location,YE23082911700,Al-Tarfah Al-Olya,
location,YE23082911200,Bait Al-Naheim,
location,YE23082911400,Bani Ahmed,
location,YE23082910900,Cairo,
location,YE23082912400,Dar Al-Maghareb,
location,YE23082912000,Ghabsh,
location,YE23082911500,Hajr Al-Madh,
location,YE23082910500,Khothaf,
location,YE23082910600,Qarfah,
location,YE23083012300,Abr Shoabah Al-Olya,
location,YE23083011500,Al-Abrein,
location,YE23083011600,Al-Ajawi,
location,YE23083010200,Al-Areif,
location,YE23083012000,Al-Batnah,
location,YE23083012100,Al-Harour,
location,YE23083010900,Al-Hasyah,
location,YE23083010500,Al-Hawamer,
location,YE23083011700,Al-Mamar,
location,YE23083012900,Al-Noaman,
location,YE23083012200,Al-Qahlah,
location,YE23083010400,Al-Qodmah,
location,YE23083010100,Al-Raja,
location,YE23083012800,Al-Sareif,
location,YE23083011900,Al-Tababeah,
location,YE23083010800,Al-Wajeebah,
location,YE23083011200,Bait Al-Aawaj,
location,YE23083011300,Bait Al-Daheiri,
location,YE23083011400,Bait Al-Zawary,
location,YE23083012600,Bani Nezar,
location,YE23083010700,Gheil Bani Nezar,
location,YE23083012500,Harmah,
location,YE23083011800,Hayran,
location,YE23083010300,Jabal Sharar,
location,YE23083012700,Mahal Al-Qabli,
location,YE23083011000,Shab Shamar,
location,YE23083011100,Wadi Dayan,
location,YE23083012400,Wadi Hameid,
location,YE23083013000,Wadi Surdod,
location,YE23083013100,البرطي,
location,YE23083013200,المعاوق,
location,YE23083013300,بيت البوص الزكريه,
location,YE23083010600,بيت البوص العليا,
location,YE23083013400,غيل السليماني,
location,YE23092110500,Al-Ajraf,
location,YE23092110200,Al-Hazah,
location,YE23092110600,Al-Jareen,
location,YE23092110300,Al-Maseilah,
location,YE23092110800,Al-Qadheyah,
location,YE23092110700,Al-Rasdein,
location,YE23092110100,Bait Al-Rebh,
location,YE23092100201,Mafhaq,
location,YE23092110400,Makhader,
location,YE23092110900,Sultan,
location,YE23092210500,Al-Badhah,
location,YE23092210300,Al-Hafah,
location,YE23092210800,Al-Masnah,
location,YE23092210400,Al-Muqabel,
location,YE23092210700,Al-Natouh,
location,YE23092210200,Bait Rabeeh,
location,YE23092210100,Bani Mansour,
location,YE23092211000,Bani Shadad,
location,YE23092210900,Nejd Al-Sous,
location,YE23092210600,Seqayah Al-Qareyah,
location,YE23092310600,Al-Aredhah,
location,YE23092310100,Al-Areif,
location,YE23092310200,Al-Areif Al-Aali,
location,YE23092310300,Al-Areishah,
location,YE23092310500,Al-Haseen,
location,YE23092310400,Al-Sawadah,
location,YE23092410200,Al-Ajamah,
location,YE23092410400,Al-Dhuhrah,
location,YE23092410300,Al-Khudhary,
location,YE23092410800,Al-Mendhaf,
location,YE23092411000,Al-Rabou Market,
location,YE23092410700,Al-Rasah,
location,YE23092410900,Al-Rawdhah,
location,YE23092410600,Al-Teenah,
location,YE23092410100,Bab Al-Mawasem,
location,YE23092410500,شعب الجهمي,
location,YE23092510200,Al-Barout,
location,YE23092510100,Al-Khadhra,
location,YE23092510400,Al-Thera,
location,YE23092510300,Khuraishabah,
location,YE23092610200,Al-Dhuhrah,
location,YE23092610400,Al-Habeel,
location,YE23092610700,Al-Humeira,
location,YE23092610600,Al-Maqtouf,
location,YE23092610800,Al-Nameer,
location,YE23092610500,Al-Qoud,
location,YE23092610300,Al-Shab,
location,YE23092610900,Bait Al-Alei,
location,YE23092610100,Mahrabah,
location,YE23092710300,Al-Mazoubah,
location,YE23092710600,Al-Safa,
location,YE23092711400,Bab Sabah (Bayah),
location,YE23092710800,Bait Al-Baqashi,
location,YE23092711000,Bait Al-Ghowaydi,
location,YE23092710100,Bait Jawhar,
location,YE23092710400,Bait Radman,
location,YE23092710700,Bani Jawhar,
location,YE23092711500,Hawjal,
location,YE23092710500,Madarah,
location,YE23092710200,Mahrah,
location,YE23092711100,Owashah,
location,YE23092710900,Shamsan,
location,YE23092711300,Shawkan Al-Aala,
location,YE23092711200,دارسعد,
location,YE23092810300,Al-Hesn (Fort),
location,YE23092810100,Al-Makhazeah,
location,YE23092810200,Al-Sharaf,
location,YE23092810600,Farwah,
location,YE23092810500,Gharbabah,
location,YE23092810400,Nabhan,
location,YE23092910100,Al-Dafa,
location,YE23092910300,Al-Hesn (Fort),
location,YE23092910200,Beladoh,
location,YE23092910400,الحجه,
location,YE23093010700,Al-Aarah,
location,YE23093010500,Al-Madnanah,
location,YE23093010600,Al-Malawi,
location,YE23093010300,Al-Nasl,
location,YE23093010100,Bait Jaber Ali,
location,YE23093010400,Jeel,
location,YE23093010200,Mateerah,
location,YE23093111100,Al-Daghshah Al-Sofla,
location,YE23093111000,Al-Hesn (Fort),
location,YE23093110700,Al-Lacamah,
location,YE23093110400,Al-Lahbah,
location,YE23093110600,Al-Maeinah,
location,YE23093110300,Asbah,
location,YE23093111400,Bait Al-Rameim,
location,YE23093110100,Bait Al-Suwaidi,
location,YE23093110500,Bait Al-Ward,
location,YE23093111200,Bait Al-Zowar,
location,YE23093110900,Bait Mujali,
location,YE23093110200,Bani Bazal,
location,YE23093110800,Bani Dahman,
location,YE23093111500,Daghshat Al-Masw,
location,YE23093111300,Dar Al-Mawrid,
location,YE23093210500,Al-Madani,
location,YE23093210200,Al-Mahjar,
location,YE23093211100,Bait Al-Doqri,
location,YE23093211000,Bait Al-Sabri,
location,YE23093210900,Bait Al-Salami,
location,YE23093210400,Bait Al-Wal,
location,YE23093210800,Bait Hasbah,
location,YE23093210300,Bait Hujeyrah,
location,YE23093210700,Daqrein,
location,YE23093210100,Haydhan,
location,YE23093210600,Rahabah,
location,YE23093310900,Al-Husam,
location,YE23093312400,Al-Kharbeh,
location,YE23093310100,Al-Kharfi,
location,YE23093312100,Al-Khayashein,
location,YE23093311000,Al-Mashrai,
location,YE23093310500,Al-Masnah,
location,YE23093312500,Al-Qaleimah,
location,YE23093311900,Al-Rasah,
location,YE23093310800,Al-Reyami,
location,YE23093311200,Al-Sameil Market,
location,YE23093312000,Bait Abdo Al-Haq,
location,YE23093311100,Bait Al-Bosi,
location,YE23093311500,Bait Al-Qadhi,
location,YE23093311600,Bait Al-Sadi,
location,YE23093310200,Bait Al-Zabdani,
location,YE23093311300,Bait Ghawbar,
location,YE23093311400,Bait Mathyor,
location,YE23093310400,Bani Majmal,
location,YE23093310600,Bani Qabeeh Al-Sorah,
location,YE23093311800,Beer Mountain,
location,YE23093312200,Hajbah,
location,YE23093312300,Khameis Mathuor,
location,YE23093310700,Mahwesh,
location,YE23093310300,Shaqeenah,
location,YE23093311700,Thowmah,
location,YE23093410100,Al-Dhuhrah,
location,YE23093410800,Al-Jabhein,
location,YE23093410200,Al-Soufi,
location,YE23093410300,Al-Surm,
location,YE23093410700,Al-Tawilah,
location,YE23093410600,Bait Al-Qalabi,
location,YE23093410400,Baryhah,
location,YE23093410500,Jehaf,
location,YE23093510500,Al-Acba,
location,YE23093510300,Al-Heyjah,
location,YE23093510200,Arji,
location,YE23093510100,Bait Bani Mahdi,
location,YE23093510400,Bani Ghabees,
location,YE23093510600,Heidarah,
location,YE23093612200,Ablan,
location,YE23093612300,Al-Anf,
location,YE23093612600,Al-Cadyah,
location,YE23093610300,Al-Deyar,
location,YE23093610600,Al-Erq,
location,YE23093611100,Al-Erqah Al-Olya,
location,YE23093611500,Al-Kharbeh,
location,YE23093611200,Al-Nejd,
location,YE23093611700,Al-Sabt Market,
location,YE23093611900,Al-Sadrah,
location,YE23093611300,Al-Salamah,
location,YE23093611600,Al-Taraheb,
location,YE23093610900,Al-Wasbah,
location,YE23093612700,Arban,
location,YE23093610700,Awfah,
location,YE23093610200,Bait Al-Barwi,
location,YE23093612000,Bait Al-Jarb,
location,YE23093610500,Bait Al-Roba,
location,YE23093611800,Bait Al-Shawosh Al-Olya,
location,YE23093610800,Bait Khatheel,
location,YE23093610100,Bait Mons,
location,YE23093611400,Bani Eyadh,
location,YE23093612500,Labanah Al-Olya,
location,YE23093611000,Lobanah Al-Sofla,
location,YE23093612100,Mahdan,
location,YE23093612400,Sayhan,
location,YE23093610400,Thee Aleb,
location,YE23093612800,ذي العتم,
location,YE23093710300,Al-Hamri,
location,YE23093710500,Al-Haseb,
location,YE23093710400,Bait Al-Nouab,
location,YE23093710100,Reehan Al-Asfal,
location,YE23093710600,Reyhan Al-Aala,
location,YE23093710200,بيت الشهيد,
location,YE23093810500,Abr Qadreh,
location,YE23093810400,Al-Dawarmah,
location,YE23093810100,Al-Qardh,
location,YE23093810200,Al-Qarnah,
location,YE23093810300,Madar,
location,YE23093910500,Al-Haett,
location,YE23093910100,Al-Qareinah,
location,YE23093910400,Arafan,
location,YE23093910300,Barcah,
location,YE23093910200,Hamr,
location,YE23094010400,Al-Maeenyah,
location,YE23094010200,Al-Saadenah,
location,YE23094010300,Hasawa,
location,YE23094010100,Jahalah,
location,YE23094110800,Al-Beer,
location,YE23094110300,Al-Haylah Al-Olya,
location,YE23094110700,Al-Haylah Al-Sofla,
location,YE23094110100,Al-Qabel Al-Aala,
location,YE23094110400,Al-Qabel Al-Asfal,
location,YE23094110900,Al-Reqah,
location,YE23094110200,Al-Salaf Al-Aala,
location,YE23094110500,Al-Shareefah,
location,YE23094110600,Al-Shawkah,
location,YE23094111000,Al-Surm,
location,YE23094211100,Al-Ayawenah,
location,YE23094210300,Al-Ayfae,
location,YE23094210500,Al-Dhabr,
location,YE23094210400,Al-Harf,
location,YE23094211200,Al-Hatab Village,
location,YE23094210800,Al-Madth,
location,YE23094211300,Al-Maqloh,
location,YE23094211000,Al-Samaerah,
location,YE23094210700,Khaba Al-Aala,
location,YE23094210600,Khader,
location,YE23094210200,Ryam,
location,YE23094210900,Saqlah,
location,YE23094211400,Shab Al-Jalah,
location,YE23094210100,Sheeat Al-Hatab,
location,YE23094310200,Al-Ajar,
location,YE23094310100,Al-Qeif,
location,YE23094310300,Al-Rebat,
location,YE23094310500,Reian,
location,YE23094310400,Wadi Ben Ahmed,
location,YE23094410300,Al-Dhuhrah,
location,YE23094410700,Al-Hajarat,
location,YE23094410200,Al-Jabal Al-Aredh,
location,YE23094410100,Al-Rahabyah,
location,YE23094410400,Bait Al-Khawlani,
location,YE23094410500,Jaw Al-Thorah,
location,YE23094410600,دائر الاعمور,
location,YE23094510600,Al-Asmah,
location,YE23094510300,Al-Hejar,
location,YE23094510500,Al-Madarah,
location,YE23094510900,Al-Sabt Market,
location,YE23094510100,Al-Selaei,
location,YE23094510700,Azaan,
location,YE23094510400,Bait Jareedi,
location,YE23094510800,Qarn Al-Dheba,
location,YE23094510200,Sharf Al-Hasen,
location,YE23094511000,وادي سريح,
location,YE23094610900,Al-Acamah,
location,YE23094610600,Al-Heis,
location,YE23094610800,Al-Jabal,
location,YE23094611100,Al-Nazouh,
location,YE23094611000,Al-Qamh,
location,YE23094610300,Al-Sebar,
location,YE23094610500,Al-Shareqah,
location,YE23094610400,Dhuhrat Al-Latheenyah,
location,YE23094610100,Keel,
location,YE23094610700,Qamran,
location,YE23094610200,Shamlan,
location,YE23094710500,Al-Meshbab,
location,YE23094710700,Al-Ser,
location,YE23094710800,Al-Suwaqi,
location,YE23094710300,Al-Talaqat,
location,YE23094710400,Bait Al-Ghaythei,
location,YE23094710600,Dheiq Mezahah,
location,YE23094710100,Khozamah Al-Olya,
location,YE23094710900,Khozamah Al-Sofla,
location,YE23094710200,Rakhmah,
